Bedrooms,Area_sqft,Bathrooms,Location,Parking_spaces,House_age,Price
6.0,4576.509971544921,2.0,Suburban,2.0,60.0,1013974.8025073826
6.0,3557.9746721025876,5.0,Rural,2.0,53.0,575459.2736737047
2.0,571.194912945121,1.0,Rural,3.0,21.0,158589.97417115595
3.0,4016.069782764828,2.0,Suburban,3.0,17.0,955779.091733798
4.0,1347.5708769452065,2.0,Urban,2.0,37.0,527380.8039833552
1.0,1139.76701016753,2.0,,2.0,71.0,125680.0482240364
2.0,560.3118189447453,5.0,Suburban,2.0,77.0,175327.8329249193
,4411.668310929736,1.0,Suburban,2.0,20.0,1012655.0096039764
2.0,4788.035581990223,4.0,Suburban,,95.0,801212.4827069801
2.0,1784.789510533302,2.0,Urban,1.0,60.0,425599.7020386731
4.0,1511.15529637706,5.0,,3.0,34.0,508910.0643058814
3.0,3213.7893777673244,1.0,Rural,0.0,23.0,334841.7988281582
3.0,1424.306338151132,2.0,Urban,1.0,98.0,348998.9606045204
2.0,4802.9998579202675,2.0,Suburban,1.0,,846474.8356736175
1.0,899.7811028940397,4.0,Rural,1.0,,59974.24175094261
1.0,872.2195768595907,4.0,Urban,1.0,,170493.34184928163
2.0,4306.3229770698545,3.0,Urban,1.0,82.0,996005.533447968
4.0,1980.57847016598,2.0,Suburban,0.0,24.0,606474.4349492998
5.0,,,Suburban,1.0,92.0,844656.3005949252
3.0,1085.215021300124,3.0,Suburban,1.0,7.0,306852.512029353
2.0,2954.2150454823613,1.0,Rural,3.0,75.0,317928.6309651581
3.0,2970.412022487388,5.0,Suburban,1.0,50.0,677702.5483995106
4.0,4018.056484302632,5.0,Urban,1.0,35.0,1198664.5407660576
3.0,1083.2029303794889,3.0,Suburban,,44.0,258991.9916227742
6.0,663.2943017607597,2.0,Suburban,3.0,53.0,386232.5073609512
6.0,,5.0,Urban,0.0,99.0,700677.7801159418
1.0,4175.254411513451,5.0,Urban,3.0,2.0,1133602.5609500122
5.0,923.1624699541986,1.0,Urban,1.0,,286194.78543142957
4.0,3695.49525389768,1.0,Urban,2.0,92.0,870262.0986089581
3.0,3842.712387078423,2.0,Suburban,3.0,95.0,745669.4956516948
4.0,593.0211600135701,4.0,Urban,2.0,90.0,302634.9957619982
5.0,759.6631778715448,4.0,Rural,2.0,6.0,241814.32292690437
5.0,1530.0257218097613,4.0,Urban,0.0,93.0,446469.3781172074
4.0,4038.6097987766666,4.0,Suburban,0.0,76.0,891364.3592359015
3.0,4396.190743500598,4.0,Rural,3.0,61.0,523590.5462521978
5.0,1986.092507013824,4.0,Rural,2.0,18.0,310060.3113308872
1.0,1954.0879568162536,,Suburban,3.0,25.0,547289.5563423312
,3288.6474808973708,4.0,Urban,2.0,49.0,800118.89057518
3.0,4011.3105000764863,5.0,Rural,1.0,8.0,755782.4095768679
3.0,4459.1986127826285,4.0,Suburban,0.0,76.0,873605.9645411769
3.0,3147.8568500327247,5.0,Urban,1.0,11.0,861820.1498689291
1.0,3089.099314632002,5.0,Rural,0.0,98.0,385240.71243925334
1.0,4170.868895769264,1.0,Suburban,3.0,57.0,771961.1331348943
1.0,3885.924931770077,,Urban,3.0,86.0,923382.3947641436
4.0,4874.11365423466,5.0,Rural,2.0,90.0,649951.995801583
3.0,2777.483996810379,5.0,Suburban,3.0,23.0,678515.1371716583
5.0,4678.971291566973,5.0,Rural,3.0,79.0,690146.9828305962
5.0,3788.6811292031393,1.0,Suburban,0.0,34.0,713158.7438697
3.0,844.8611291386196,2.0,Rural,3.0,96.0,249882.09428082913
4.0,3082.2856434703103,2.0,Urban,3.0,57.0,813697.3768684835
6.0,1063.0636571378611,1.0,Urban,2.0,13.0,432888.18296248384
1.0,3825.619510045814,3.0,Suburban,0.0,18.0,789274.3278515445
5.0,1995.41581409799,4.0,Suburban,1.0,1.0,587885.7940599088
6.0,1099.152518801436,1.0,Urban,2.0,79.0,467390.8820968333
5.0,2022.1839739955676,1.0,Urban,1.0,74.0,570302.819385208
3.0,1427.8377403329189,2.0,Urban,3.0,98.0,407944.5887702853
3.0,4848.095348180592,5.0,Rural,3.0,61.0,624857.850084945
1.0,1363.0210501633726,1.0,Urban,2.0,83.0,295924.916019461
6.0,790.2107206212539,2.0,Urban,3.0,76.0,240147.12059325108
1.0,1491.013856197918,4.0,Suburban,0.0,6.0,323537.2275151551
5.0,2436.6863736085697,3.0,Urban,1.0,92.0,613892.9977763996
3.0,4601.845819963924,1.0,Urban,3.0,39.0,1062279.5701917475
1.0,2729.534465574418,2.0,Suburban,3.0,96.0,560890.7462653976
2.0,4820.755031279355,4.0,Urban,0.0,98.0,1075341.329324876
,1274.4977127024997,2.0,Suburban,1.0,8.0,306890.4523894277
4.0,3032.2026456005265,2.0,Rural,3.0,62.0,430544.0526692895
1.0,678.946842448563,2.0,Rural,1.0,14.0,169856.3098225863
6.0,4819.21933134168,3.0,Rural,1.0,17.0,654859.7384408952
4.0,2101.880182076837,1.0,Suburban,0.0,75.0,412108.5938379967
4.0,2349.921239961979,1.0,Urban,2.0,33.0,634755.771158146
2.0,4434.020258622582,1.0,Suburban,0.0,31.0,782040.6772883121
4.0,,3.0,Rural,0.0,40.0,275756.18171852117
3.0,,2.0,Urban,1.0,28.0,541199.0650676892
4.0,2000.3329497159973,2.0,Urban,1.0,69.0,512343.6384734155
1.0,1075.9469384011388,5.0,,2.0,37.0,373785.5305374143
5.0,4532.33800307558,1.0,Urban,2.0,79.0,1125573.4321777793
2.0,3695.609443091296,2.0,Suburban,3.0,,737701.6064503825
1.0,3698.981225070436,5.0,Urban,2.0,5.0,994417.7110692904
2.0,3370.446916986353,5.0,Urban,0.0,55.0,906676.9731329796
,2652.053103716325,2.0,Rural,0.0,96.0,232481.36093182725
,757.7611298493051,5.0,Rural,1.0,82.0,240611.496266243
5.0,1830.626033187219,4.0,Suburban,3.0,87.0,497232.5404631984
6.0,4807.952995525642,,Urban,,61.0,1181987.761577735
4.0,2513.60663595106,4.0,Rural,0.0,76.0,337847.99348091154
3.0,2133.953314853047,4.0,Suburban,0.0,70.0,364819.314654256
4.0,3871.776707130994,5.0,Suburban,3.0,65.0,904641.818676024
5.0,4960.684520301349,3.0,Rural,1.0,73.0,683089.4009905249
5.0,2916.533697581113,5.0,Urban,,92.0,759381.3750640582
4.0,1648.8908442676925,1.0,Urban,3.0,44.0,602021.290019652
5.0,908.2476600571896,4.0,,0.0,16.0,407651.0113900326
4.0,1420.0739872462032,3.0,Rural,0.0,33.0,284255.54800616065
2.0,1489.1240697043552,4.0,Suburban,3.0,94.0,266799.34764500015
6.0,1739.9657264876753,2.0,Urban,0.0,7.0,619432.9062803347
6.0,7319.690027727971,1.0,Urban,1.0,63.0,1415003.9625781965
3.0,1486.732828657441,5.0,Urban,2.0,96.0,483476.41880912107
5.0,2825.5547260767116,3.0,Rural,1.0,50.0,404009.68229553447
5.0,2865.902988016107,2.0,Rural,1.0,5.0,402676.6742110351
5.0,4289.334968293607,5.0,Suburban,0.0,78.0,892476.0574798511
1.0,4877.493453014386,3.0,Urban,0.0,34.0,1107343.1615074426
2.0,3224.9217094019727,1.0,Urban,3.0,,734050.098384358
3.0,2130.20639194366,3.0,Suburban,3.0,87.0,457789.86814546736
5.0,4880.55825489278,4.0,Urban,1.0,98.0,1129847.0219478211
6.0,4651.803761395054,4.0,Rural,1.0,52.0,727615.8778518959
4.0,4457.734568276569,4.0,Suburban,1.0,10.0,1043084.2341458766
4.0,,2.0,Rural,0.0,73.0,511707.95008999447
,4634.050086470769,5.0,Urban,2.0,87.0,1177992.6636287677
3.0,4066.346263833136,3.0,Suburban,1.0,12.0,826439.2607853138
1.0,3625.0270525881897,1.0,Suburban,0.0,,568559.8078405438
2.0,2965.0311247249374,,Rural,2.0,93.0,403768.9528406556
2.0,1913.273577467294,2.0,,1.0,23.0,218763.29564122355
1.0,525.4961653830527,2.0,Urban,2.0,20.0,179718.0672543973
3.0,2288.5167060459125,4.0,Urban,1.0,45.0,626832.4645720687
4.0,3534.3671288407177,4.0,,2.0,32.0,421294.9155226195
2.0,2141.5919861503826,5.0,Rural,1.0,,373700.04490028863
6.0,4496.17578962053,4.0,Suburban,2.0,23.0,970413.4012576564
5.0,3357.9009765937344,4.0,Suburban,0.0,6.0,837488.5091449285
2.0,1599.5297335390976,5.0,Urban,0.0,75.0,401974.01127065247
6.0,4911.960066216673,4.0,Suburban,0.0,84.0,1055399.6375393134
5.0,974.1539027876267,2.0,Suburban,0.0,0.0,310998.98418310424
2.0,2584.8214397275856,1.0,Urban,0.0,35.0,566452.1059393157
3.0,563.8552222809523,3.0,Rural,0.0,51.0,61949.344210402254
3.0,,1.0,Rural,0.0,28.0,667230.7604919483
5.0,752.612465372945,4.0,Rural,2.0,96.0,221653.24428670245
6.0,3391.5918602623533,4.0,Suburban,2.0,11.0,731794.6228159415
1.0,3196.042632681463,1.0,Urban,1.0,73.0,594348.3567438576
4.0,2227.312183405083,4.0,Rural,3.0,63.0,396485.11729281273
3.0,599.1582213387688,5.0,Rural,1.0,79.0,148465.73283202684
2.0,1053.3686383833203,4.0,Suburban,3.0,42.0,286564.0711682921
6.0,4951.479892809875,1.0,Suburban,1.0,11.0,1107452.4355049
2.0,4957.4571474656,4.0,Urban,2.0,88.0,1185670.5350576346
2.0,1079.8192040011468,4.0,Urban,3.0,0.0,418380.822032456
6.0,4499.993408016334,3.0,Urban,2.0,8.0,1273579.8524273552
1.0,2730.6668760435095,1.0,Urban,1.0,50.0,572563.4273314221
4.0,946.8599123916184,1.0,Rural,3.0,63.0,200452.50941065073
5.0,759.834733411282,2.0,Rural,,28.0,122147.9459371994
3.0,3414.9840482765394,1.0,Urban,1.0,23.0,831984.5123962264
3.0,3114.5679201879925,4.0,Rural,0.0,56.0,435305.12226148753
4.0,1673.2098496396245,1.0,Rural,0.0,94.0,215462.80763143155
5.0,1227.9389510844933,2.0,Urban,0.0,68.0,409321.3613712899
6.0,1652.2140429722942,5.0,Suburban,0.0,71.0,400887.7611326524
1.0,3146.2627014053564,5.0,Suburban,3.0,49.0,764306.6227568325
,884.0360141794619,1.0,Urban,2.0,49.0,241859.67562882413
1.0,535.83982135453,2.0,,2.0,63.0,109250.80819576784
6.0,3543.9186305227654,2.0,Rural,1.0,76.0,569584.0670457969
4.0,566.0017567081871,1.0,Urban,0.0,49.0,178450.8735386753
5.0,3762.415264658236,3.0,Rural,3.0,32.0,538718.8102701626
4.0,2872.517813779101,5.0,Suburban,0.0,76.0,654332.433032569
4.0,651.5113019624272,2.0,Rural,1.0,94.0,97767.03145198995
6.0,2180.9966047145685,3.0,Urban,1.0,34.0,755432.77117783
4.0,2031.8262950730411,2.0,,0.0,43.0,352605.1560948948
6.0,,4.0,Rural,1.0,,521428.2458576773
2.0,4927.28140784947,1.0,Rural,3.0,44.0,594224.0895208898
5.0,2279.454205968115,4.0,Suburban,,,462669.2400597263
3.0,3834.415626235603,4.0,,2.0,44.0,1051310.710983273
1.0,2616.4357434580356,,Suburban,0.0,40.0,500338.02492117736
1.0,3468.33214877634,2.0,Rural,1.0,60.0,428731.2694583259
5.0,2664.0770033888134,3.0,Urban,1.0,77.0,624628.8879536284
1.0,2123.476335997699,4.0,Rural,1.0,99.0,343217.43377235875
4.0,939.0312960768488,3.0,Rural,2.0,65.0,224090.90305282432
1.0,964.046130836341,4.0,Suburban,3.0,,284535.86485327815
3.0,3563.401518322185,1.0,Urban,0.0,51.0,740993.8436368012
1.0,,3.0,Rural,3.0,72.0,55916.95382777513
5.0,2563.69074581228,2.0,Urban,3.0,16.0,823033.0000538443
5.0,3015.4128534489832,1.0,Urban,3.0,,922731.9866618628
3.0,869.9317867030175,2.0,Urban,0.0,3.0,342951.0047358541
,510.4289655716624,,Urban,1.0,22.0,257125.25239393272
5.0,2268.3840140538105,2.0,Rural,1.0,92.0,320200.55893753964
1.0,2847.785209862959,3.0,,2.0,27.0,392736.9820491547
4.0,704.3147666091164,5.0,Urban,2.0,91.0,419387.2642839056
5.0,2850.99865432459,1.0,Suburban,1.0,88.0,554023.7432369094
3.0,4525.036505709045,3.0,Urban,0.0,26.0,1126028.7302885137
1.0,3296.050237640883,1.0,,2.0,50.0,668798.4640491008
3.0,,4.0,Urban,,15.0,597225.3223978519
6.0,2243.266635508967,3.0,Suburban,1.0,65.0,541097.1403636248
4.0,4357.08301935327,4.0,Urban,3.0,61.0,1093135.4684481374
5.0,2458.958996548563,2.0,,,47.0,727397.1536208728
6.0,558.6330549068769,1.0,Urban,3.0,5.0,326340.62340738234
3.0,3684.597468487784,4.0,Rural,3.0,12.0,512396.1545208685
,1022.8593043645068,4.0,Rural,3.0,26.0,231346.78437332943
2.0,3448.7708436124617,,Urban,2.0,62.0,837791.7876361714
2.0,2570.7301901979786,5.0,Urban,1.0,60.0,614090.3784649278
2.0,3576.8934750966914,2.0,Urban,1.0,89.0,738798.2924055962
2.0,843.8758674712315,2.0,Urban,2.0,90.0,185777.3512024024
4.0,2492.226350507872,4.0,Rural,1.0,18.0,440404.44455539185
5.0,4768.625096831452,3.0,Suburban,0.0,3.0,923408.0616983572
4.0,2352.449572055161,5.0,Urban,2.0,70.0,597829.2074412397
4.0,4148.086675938198,4.0,Urban,3.0,83.0,1100308.1489378044
2.0,,3.0,,0.0,96.0,288547.766602385
,4781.65351849696,2.0,,3.0,99.0,1190811.6577315305
1.0,4595.605865519604,4.0,Suburban,0.0,6.0,896703.4169892216
1.0,3827.337034240903,,Rural,3.0,,476957.4157235679
4.0,4144.370843122638,1.0,Rural,2.0,95.0,549458.2424191314
2.0,3034.96088914871,2.0,Suburban,0.0,28.0,653473.9893213416
2.0,768.724200369002,1.0,Rural,1.0,70.0,86987.46986780627
1.0,3483.689020252215,5.0,Rural,1.0,72.0,514214.3865402251
5.0,540.6368185829762,2.0,Suburban,2.0,90.0,230849.7725941592
1.0,3073.1412362321917,2.0,Rural,0.0,18.0,378046.2593148024
,2207.7630651862337,2.0,Rural,1.0,37.0,343104.35757790384
4.0,2472.732410138426,3.0,Suburban,0.0,76.0,513991.78436278267
1.0,4421.607896194402,5.0,Urban,1.0,38.0,1077565.0307893918
1.0,2151.302356421603,4.0,Rural,3.0,38.0,314001.45943136263
6.0,1777.3453787389026,4.0,Rural,2.0,19.0,303237.691479469
4.0,2435.4629443841004,3.0,Rural,2.0,47.0,320451.5716783407
1.0,724.289125023237,5.0,Suburban,3.0,82.0,150464.90099706533
6.0,1764.6713662146271,2.0,Rural,3.0,93.0,200401.91111996205
3.0,1292.429620987676,5.0,Rural,,78.0,255838.75603918653
5.0,2473.42319841846,5.0,Rural,0.0,79.0,406988.18782871496
5.0,4997.947634235925,5.0,Suburban,3.0,25.0,1120000.1456084726
2.0,1003.7116715968864,4.0,Rural,1.0,35.0,68166.10571336828
1.0,2438.87941192115,1.0,Suburban,2.0,0.0,451265.2421741639
5.0,1704.9950396975037,2.0,Suburban,2.0,67.0,299709.1147088104
5.0,4686.434981770207,3.0,Urban,2.0,42.0,1276320.1194696494
3.0,700.6770876783269,2.0,Rural,3.0,,164081.25080207756
,1770.9390440893028,2.0,Rural,3.0,59.0,170621.9382940205
,1498.552073529678,4.0,Rural,0.0,14.0,354186.8039835491
5.0,,1.0,Suburban,2.0,68.0,551251.5415471627
,2428.837461367141,2.0,Urban,1.0,50.0,635336.3103689563
2.0,1810.1491150333056,2.0,Urban,2.0,54.0,491488.9236544459
2.0,2321.5929308833993,1.0,Suburban,0.0,99.0,399415.1148966706
6.0,1909.428174815783,3.0,Suburban,1.0,34.0,548071.6788780922
6.0,4186.647971921575,5.0,Suburban,0.0,40.0,983236.005669364
2.0,,2.0,Urban,0.0,,718815.4505893388
4.0,1170.4988126715955,3.0,Suburban,0.0,30.0,390247.901111068
2.0,4729.189063670788,1.0,Rural,2.0,65.0,577109.8449887226
2.0,1295.9921531473449,,Urban,2.0,36.0,269029.3754912447
6.0,3886.872323323262,4.0,Rural,1.0,36.0,691485.2107847093
1.0,,5.0,Suburban,2.0,64.0,627412.664910304
1.0,2795.4937062447134,5.0,Urban,3.0,36.0,805065.6361997203
2.0,4192.69440954464,3.0,Suburban,1.0,52.0,923566.2018128572
5.0,4940.118411607227,4.0,Rural,1.0,21.0,711399.2869274644
6.0,3567.5126708072903,3.0,Urban,1.0,38.0,956229.342732102
2.0,3933.987636205887,5.0,Urban,2.0,94.0,914967.742371634
2.0,2797.5280793420216,2.0,Rural,3.0,67.0,407389.24954591086
5.0,4759.8707938982325,3.0,Rural,1.0,81.0,591674.304350143
5.0,1649.360681083488,1.0,Urban,0.0,49.0,457253.5328031315
6.0,4207.001405455243,5.0,Rural,0.0,13.0,631570.8427815187
3.0,,1.0,Urban,1.0,68.0,669702.0153678197
3.0,2719.745810527098,3.0,Rural,1.0,55.0,365393.7685196278
3.0,1267.991413474993,2.0,Rural,1.0,1.0,211838.5327029756
1.0,814.6922256924536,4.0,Rural,2.0,30.0,125924.12844092611
,2866.1566949299568,3.0,Rural,1.0,29.0,388710.822916505
2.0,1493.354698037518,2.0,Urban,2.0,24.0,360774.5674624589
1.0,4375.938316167909,1.0,Suburban,0.0,39.0,751155.1610693579
,2056.642013757624,1.0,Rural,0.0,0.0,348916.2101808497
1.0,2933.3055520989687,5.0,Rural,1.0,73.0,389289.92130233854
6.0,4938.110023781307,5.0,Rural,0.0,55.0,697686.1498343606
,3028.9678136006305,1.0,Suburban,0.0,18.0,555067.9617577408
2.0,4962.841777255275,2.0,Rural,3.0,95.0,608028.4016691662
4.0,3420.8359645747687,,Suburban,3.0,77.0,653067.7252334291
2.0,2524.2899358765167,1.0,Suburban,1.0,44.0,514788.99895047693
3.0,2941.1195155819523,3.0,Rural,1.0,66.0,292637.028378778
4.0,1655.9773144057167,2.0,Rural,3.0,,226223.93748084296
3.0,1758.6659231216563,1.0,Suburban,3.0,33.0,461956.9726638214
,3555.403218671189,2.0,Rural,1.0,68.0,502642.26652972633
4.0,,3.0,Suburban,2.0,1.0,575427.4902031769
1.0,3193.392090579646,4.0,Urban,0.0,15.0,864353.5755929474
5.0,3569.872462819747,2.0,Urban,0.0,88.0,766986.9070621476
6.0,3183.4468348716573,1.0,Urban,1.0,32.0,849532.4836561203
2.0,1380.2417287003177,1.0,Suburban,,56.0,293516.2955178723
4.0,2807.268774177992,2.0,Suburban,1.0,4.0,632828.0313028954
2.0,2258.2776452612597,3.0,,3.0,56.0,309212.3313610695
2.0,1185.4831525904096,3.0,Suburban,3.0,35.0,321295.53277325514
5.0,2878.601493749887,2.0,Suburban,0.0,67.0,608149.6872902542
3.0,2312.4397930801333,5.0,Rural,3.0,51.0,333437.249161318
4.0,4237.40505382178,3.0,Suburban,2.0,82.0,782294.5271531079
4.0,1732.0608838134792,1.0,Suburban,2.0,63.0,496789.4547298625
4.0,7319.690027727971,2.0,Suburban,1.0,2.0,1415003.9625781965
5.0,1506.2649552334003,2.0,Urban,1.0,81.0,461166.4677478612
6.0,3747.746987227307,3.0,Rural,2.0,88.0,594572.3400263116
2.0,1322.6325649560522,4.0,Rural,3.0,95.0,132695.5413308012
5.0,4896.96904873208,4.0,Rural,0.0,11.0,651771.9613558582
1.0,3085.64322042995,4.0,Suburban,1.0,97.0,574951.9715246152
5.0,1394.8532499888315,4.0,Urban,2.0,30.0,540769.7396867028
1.0,7319.690027727971,3.0,Urban,0.0,17.0,1415003.9625781965
2.0,1828.7523014913952,5.0,Rural,1.0,55.0,187736.0335378425
1.0,1986.8360174409825,1.0,Suburban,2.0,55.0,304678.6270387719
6.0,2971.086513247277,3.0,Suburban,3.0,,707380.2342557916
5.0,1215.6125168311758,4.0,Urban,0.0,99.0,382595.9340357175
3.0,3493.8144589012486,3.0,Rural,0.0,68.0,518453.7794521458
6.0,4681.797810179268,5.0,Urban,0.0,67.0,1290743.870936955
1.0,3380.0133507661117,3.0,Suburban,3.0,45.0,630865.9227876201
6.0,,2.0,Urban,3.0,83.0,370017.5023323531
1.0,701.503027271007,3.0,Suburban,3.0,25.0,292233.3707458689
,1111.050711787717,5.0,Urban,,83.0,453305.9346004609
1.0,2668.403656735775,5.0,Urban,0.0,88.0,720563.3002799687
4.0,3541.314859089514,1.0,Suburban,0.0,38.0,674375.6409937443
1.0,2967.442626768909,3.0,Suburban,2.0,39.0,566789.9719669382
5.0,2747.442964400759,5.0,Urban,2.0,57.0,847466.6107516332
5.0,4470.163502426814,2.0,Urban,1.0,11.0,1205172.158969081
3.0,1116.495783741521,1.0,Urban,,20.0,395894.9889929668
5.0,,3.0,Urban,1.0,10.0,1415003.9625781965
4.0,1161.7783275496477,1.0,Rural,1.0,60.0,171522.3274991341
3.0,1283.3675389014318,4.0,Suburban,3.0,52.0,411939.2196621783
3.0,2136.619061402631,4.0,Urban,0.0,65.0,543070.3015171578
2.0,4247.062112061694,3.0,Rural,3.0,58.0,573014.3632269101
3.0,2565.335657197844,5.0,Suburban,0.0,24.0,541074.3810060318
5.0,2725.1650908279184,4.0,,,50.0,786140.1597445235
5.0,3348.0784880529536,3.0,Suburban,1.0,3.0,714277.9245038463
2.0,4399.465917870891,1.0,Suburban,0.0,67.0,816771.1453672744
1.0,3548.9342547659035,3.0,Urban,2.0,78.0,818757.9619429376
5.0,2542.760816487607,,Suburban,3.0,79.0,655542.5995292903
1.0,4447.122986801318,3.0,Suburban,3.0,88.0,755942.1302118462
4.0,2576.504803492907,4.0,Urban,1.0,99.0,676165.7878182302
6.0,1611.0834200041352,4.0,Urban,2.0,86.0,489195.2328060416
5.0,1050.9525426152347,2.0,Urban,3.0,82.0,337917.44627087313
2.0,1204.8729663821373,5.0,Rural,3.0,31.0,252598.6504282346
3.0,1280.6603341968075,3.0,Rural,,,197389.87645786972
5.0,4556.223934888707,1.0,Urban,1.0,93.0,1053159.0486356327
6.0,657.5356166306254,4.0,,1.0,12.0,267705.0569532594
3.0,2263.20783477575,2.0,Suburban,3.0,36.0,551373.5877577573
6.0,2090.573332460521,4.0,Suburban,3.0,22.0,631129.4024347655
1.0,3796.858556153747,3.0,,2.0,69.0,628375.231972678
1.0,1230.718525980444,3.0,Suburban,3.0,39.0,289846.29664241034
4.0,2983.956359543245,4.0,Urban,2.0,53.0,871304.7637290303
2.0,4901.278180880879,2.0,Urban,3.0,,1336717.9073920082
4.0,4312.127703622033,4.0,Suburban,1.0,40.0,919895.949874804
1.0,892.3076052432402,4.0,Rural,3.0,30.0,229903.57531857712
4.0,1202.737301564783,3.0,Suburban,2.0,60.0,303858.44133289705
3.0,2577.79766125572,1.0,Rural,0.0,4.0,368338.8477210164
5.0,4467.035547233406,1.0,Suburban,2.0,48.0,924824.9261459024
2.0,2732.7487285094876,5.0,Rural,2.0,59.0,293269.9744722764
4.0,4213.403453370057,2.0,Urban,3.0,77.0,1035047.7022257808
6.0,2034.9051101339924,2.0,Rural,3.0,77.0,406984.3662720369
6.0,2196.113741313674,5.0,Rural,1.0,32.0,384678.44411668135
5.0,4598.044607458128,5.0,Rural,0.0,5.0,673266.2851731434
2.0,3432.505634178917,4.0,Urban,1.0,15.0,838179.5691440696
5.0,4544.8132468111135,3.0,Urban,1.0,24.0,1234366.2589646303
2.0,2177.818867350205,2.0,Urban,0.0,85.0,501731.76903561753
4.0,3930.390644098724,3.0,Suburban,2.0,93.0,673267.0580117722
2.0,3387.3435897230956,4.0,Rural,0.0,52.0,428793.59556726104
2.0,2527.6865854241028,3.0,Suburban,0.0,86.0,462108.2417320947
6.0,2357.425081697117,3.0,Suburban,1.0,2.0,707189.6166358977
6.0,1743.9876076252824,5.0,Rural,1.0,53.0,451120.3900277326
5.0,3650.1542274744697,3.0,Rural,3.0,48.0,647574.5650271011
5.0,2451.44900280375,4.0,Suburban,0.0,48.0,497261.4072266617
6.0,3746.2705299782974,4.0,Suburban,2.0,66.0,828101.0211209719
2.0,530.0695815074951,,Urban,2.0,67.0,158038.59320966806
3.0,3541.285602893192,,Suburban,0.0,60.0,602547.3604022645
1.0,1064.1041410657351,5.0,Rural,0.0,41.0,178331.5286682535
2.0,4141.959792283681,5.0,Urban,3.0,44.0,1012373.4559979008
3.0,3432.6979155993577,3.0,Rural,0.0,18.0,463575.83061295224
6.0,4793.1490741326825,1.0,Suburban,3.0,35.0,1054237.382373213
1.0,2236.435263028022,3.0,,2.0,42.0,310342.6013669636
1.0,2459.7745447917173,2.0,Rural,3.0,98.0,210811.53241377455
4.0,4431.753140820013,2.0,Suburban,2.0,55.0,888628.188390408
5.0,2342.6503385234173,1.0,Urban,1.0,82.0,614636.1883485673
,3812.901912773429,3.0,Suburban,0.0,52.0,680177.7410968406
4.0,4883.74082882607,1.0,Suburban,3.0,60.0,977022.9570637774
6.0,3427.302415062721,1.0,Rural,3.0,30.0,609555.0114418673
3.0,,4.0,Rural,1.0,20.0,526760.9116606058
6.0,810.6329339953234,5.0,Suburban,0.0,46.0,373607.541729715
5.0,3595.478494459618,1.0,Suburban,0.0,95.0,682382.4727000615
6.0,2467.2442496757194,3.0,Suburban,0.0,91.0,477958.1522052197
2.0,1402.5211298284232,1.0,Rural,2.0,40.0,130104.98136843262
1.0,1517.6617321547333,3.0,Rural,1.0,,276484.2245635472
5.0,4574.119434250417,2.0,Rural,0.0,29.0,631184.1403661213
6.0,1091.8322011237003,3.0,Suburban,0.0,18.0,364942.37130268675
2.0,4910.490465861951,3.0,Urban,2.0,2.0,1286426.419519353
,,3.0,Rural,1.0,92.0,431397.5311255858
1.0,715.2386917734746,5.0,Urban,1.0,44.0,188910.60333277748
4.0,4343.61198942727,4.0,Rural,1.0,87.0,527752.5708881271
5.0,4337.2760894407,3.0,Urban,3.0,83.0,1117787.4910481004
5.0,1694.2433413468757,1.0,Rural,2.0,92.0,207150.3433606588
2.0,3274.2487710278756,4.0,Suburban,1.0,88.0,542208.4585163418
3.0,1656.712698944359,3.0,Urban,1.0,22.0,609915.7171761096
4.0,4823.512481691396,,,2.0,59.0,1032032.960732796
4.0,1706.6255904298102,3.0,Suburban,3.0,65.0,358484.04901347635
6.0,4964.5999235330255,2.0,Urban,0.0,10.0,1268626.0914024208
2.0,1777.2280116058412,1.0,Urban,0.0,59.0,290457.5168397627
5.0,1811.730834156753,3.0,Urban,2.0,13.0,636017.446704976
3.0,,3.0,Urban,3.0,46.0,691948.9729044907
3.0,2387.253252501373,,Rural,3.0,15.0,414989.55413950933
6.0,1281.8866804803254,2.0,Suburban,2.0,86.0,355327.2020780352
3.0,4051.223809649291,,Urban,2.0,72.0,984014.7190187444
,1312.675691788854,5.0,Suburban,0.0,,217885.80825121643
3.0,923.6835955656404,4.0,Suburban,0.0,12.0,270057.2151082436
5.0,4485.28893908798,2.0,Urban,1.0,24.0,1098826.057312737
2.0,555.3936635723402,4.0,Urban,1.0,43.0,183783.66015545625
4.0,3400.1162470446516,5.0,Suburban,,0.0,954959.8134337104
3.0,1173.6678558063095,5.0,Rural,3.0,86.0,170454.1032338533
1.0,3996.176046472515,4.0,Urban,2.0,36.0,1041452.4850105356
5.0,1557.667466617213,4.0,Urban,3.0,25.0,547095.9411282042
1.0,4537.338534340785,5.0,Rural,1.0,45.0,601304.8333040419
6.0,879.3559157510767,3.0,Rural,0.0,57.0,145554.05960533256
1.0,2409.3359864819963,1.0,Suburban,2.0,60.0,425140.4381357826
4.0,4450.510215685974,3.0,Urban,3.0,32.0,1123640.4760349009
2.0,1574.8549718086745,3.0,Suburban,3.0,34.0,423209.86464859376
3.0,846.8510537815731,,Urban,3.0,16.0,421938.8654511416
3.0,4439.800519486773,3.0,Rural,,62.0,587369.6874264594
5.0,3809.775229193919,2.0,Suburban,1.0,70.0,741995.5164096389
4.0,1203.7181198155158,3.0,Suburban,0.0,60.0,346128.2833731912
6.0,3382.8601676116396,3.0,Suburban,0.0,43.0,744555.013992086
